timestamp,frame_idx,visual_score,visual_risk,sensor_score,sensor_risk,dominant_sensor,sensor_data_source,final_risk_score,risk_status,consensus_state,buzzer_state,motor_relay_state,beacon_color,hardware_command,temperature_c,vibration_rms_mms,speed_slip_pct,tension_kn
2026-09-10T18:53:09.459024,5,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:10.830261,10,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:11.967961,15,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:12.977033,20,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:14.031266,25,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:15.167812,30,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:16.161593,35,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:17.104630,40,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:18.097002,45,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:19.165981,50,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:22.163692,55,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:23.967823,60,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:24.960037,65,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:26.029728,70,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:27.088281,75,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:28.094999,80,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:29.150241,85,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:30.221909,90,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:31.151847,95,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:32.158509,100,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:33.230215,105,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:34.286173,110,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:35.358148,115,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:36.497332,120,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:37.485878,125,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:38.624652,130,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:39.680367,135,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:40.686079,140,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:41.823757,145,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:42.814284,150,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:43.887488,155,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:45.616408,160,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:47.806517,165,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:50.145710,170,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:52.942359,175,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:55.679516,180,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:53:58.544665,185,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:01.808762,190,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:04.671824,195,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:07.536641,200,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:09.343828,205,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:10.271151,210,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:12.737695,215,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:15.403120,220,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:17.976552,225,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
