filename,anomaly_score,predicted_label,ground_truth_label,subset_tag
frame_0004.jpg,0.4850232005119324,0,0,good
frame_0013.jpg,0.5057746171951294,0,0,good
frame_0014.jpg,0.46668821573257446,0,0,good
frame_0016.jpg,0.5116060972213745,0,0,good
frame_0017.jpg,0.5180196762084961,0,0,good
frame_0045.jpg,0.52791827917099,0,0,good
frame_0048.jpg,0.5643733143806458,0,0,good
frame_0050.jpg,0.5625808238983154,0,0,good
frame_0053.jpg,0.510385274887085,0,0,good
frame_0058.jpg,0.4918214976787567,0,0,good
frame_0072.jpg,0.46399322152137756,0,0,good
frame_0080.jpg,0.559302031993866,0,0,good
frame_0082.jpg,0.5199092626571655,0,0,good
frame_0102.jpg,0.47107791900634766,0,0,good
frame_0111.jpg,0.5713303685188293,0,0,good
frame_0112.jpg,0.5418297648429871,0,0,good
frame_0113.jpg,0.532091498374939,0,0,good
frame_0115.jpg,0.43544256687164307,0,0,good
frame_0120.jpg,0.6254085302352905,0,0,good
frame_0126.jpg,0.45823198556900024,0,0,good
frame_0136.jpg,0.45280155539512634,0,0,good
frame_0141.jpg,0.5207417011260986,0,0,good
frame_0143.jpg,0.5448535084724426,0,0,good
frame_0173.jpg,0.6864346861839294,1,0,good
frame_0175.jpg,0.48788607120513916,0,0,good
frame_0177.jpg,0.479854017496109,0,0,good
frame_0184.jpg,0.5025606155395508,0,0,good
frame_0195.jpg,0.4908844232559204,0,0,good
frame_0215.jpg,0.5158712863922119,0,0,good
frame_0217.jpg,0.5322871804237366,0,0,good
frame_0230.jpg,0.6599118709564209,0,0,good
frame_0259.jpg,0.5147734880447388,0,0,good
frame_0271.jpg,0.497972309589386,0,0,good
frame_0280.jpg,0.5395338535308838,0,0,good
frame_0283.jpg,0.45060834288597107,0,0,good
frame_0285.jpg,0.5293899774551392,0,0,good
frame_0286.jpg,0.5436728000640869,0,0,good
original_damaged_joint_01_frame_0420.jpg,0.6885563731193542,1,1,real_damage
original_damaged_joint_02_frame_0424.jpg,0.7499057650566101,1,1,real_damage
original_damaged_joint_03_frame_0429.jpg,0.7470157742500305,1,1,real_damage
original_damaged_joint_04_frame_0433.jpg,0.7300039529800415,1,1,real_damage
original_damaged_joint_05_frame_0437.jpg,0.7622280716896057,1,1,real_damage
original_damaged_joint_06_frame_0442.jpg,0.7072423100471497,1,1,real_damage
original_damaged_joint_07_frame_0446.jpg,0.7259621620178223,1,1,real_damage
original_damaged_joint_08_frame_0451.jpg,0.7187759280204773,1,1,real_damage
original_damaged_joint_09_frame_0455.jpg,0.716605007648468,1,1,real_damage
original_damaged_joint_10_frame_0459.jpg,0.7545346617698669,1,1,real_damage
original_damaged_joint_11_frame_0464.jpg,0.7585068345069885,1,1,real_damage
original_damaged_joint_12_frame_0468.jpg,0.7277249097824097,1,1,real_damage
original_damaged_joint_13_frame_0472.jpg,0.7527100443840027,1,1,real_damage
original_damaged_joint_14_frame_0477.jpg,0.7271554470062256,1,1,real_damage
original_damaged_joint_15_frame_0481.jpg,0.7986733913421631,1,1,real_damage
original_damaged_joint_16_frame_0485.jpg,0.7718537449836731,1,1,real_damage
original_damaged_joint_17_frame_0490.jpg,0.7491245269775391,1,1,real_damage
original_damaged_joint_18_frame_0494.jpg,0.7575560808181763,1,1,real_damage
original_damaged_joint_19_frame_0498.jpg,0.7707030773162842,1,1,real_damage
original_damaged_joint_20_frame_0503.jpg,0.7584590911865234,1,1,real_damage
original_damaged_joint_21_frame_0507.jpg,0.7373332381248474,1,1,real_damage
original_damaged_joint_22_frame_0512.jpg,0.7571064233779907,1,1,real_damage
original_damaged_joint_23_frame_0516.jpg,0.7258864641189575,1,1,real_damage
original_damaged_joint_24_frame_0520.jpg,0.7211976051330566,1,1,real_damage
original_damaged_joint_25_frame_0525.jpg,0.7460682988166809,1,1,real_damage
original_damaged_joint_26_frame_0529.jpg,0.7433353662490845,1,1,real_damage
original_damaged_joint_27_frame_0533.jpg,0.7475131154060364,1,1,real_damage
original_damaged_joint_28_frame_0538.jpg,0.7401300072669983,1,1,real_damage
original_damaged_joint_29_frame_0542.jpg,0.7311185002326965,1,1,real_damage
original_damaged_joint_30_frame_0546.jpg,0.7733356952667236,1,1,real_damage
original_damaged_joint_31_frame_0551.jpg,0.7782856225967407,1,1,real_damage
original_damaged_joint_32_frame_0555.jpg,0.7455768585205078,1,1,real_damage
original_damaged_joint_33_frame_0559.jpg,0.7537682056427002,1,1,real_damage
original_damaged_joint_34_frame_0564.jpg,0.7574529647827148,1,1,real_damage
original_damaged_joint_35_frame_0568.jpg,0.7234353423118591,1,1,real_damage
original_damaged_joint_36_frame_0573.jpg,0.7425409555435181,1,1,real_damage
original_damaged_joint_37_frame_0577.jpg,0.7250271439552307,1,1,real_damage
original_damaged_joint_38_frame_0581.jpg,0.7113905549049377,1,1,real_damage
original_damaged_joint_39_frame_0586.jpg,0.725822925567627,1,1,real_damage
original_damaged_joint_40_frame_0590.jpg,0.7318522930145264,1,1,real_damage
synthetic_damage_001_crack.jpg,0.6630590558052063,1,1,synthetic_damage
synthetic_damage_002_tear.jpg,0.8052026629447937,1,1,synthetic_damage
synthetic_damage_003_wear.jpg,0.8653751015663147,1,1,synthetic_damage
synthetic_damage_004_stain.jpg,0.9094772338867188,1,1,synthetic_damage
synthetic_damage_005_missing_chunk.jpg,0.8327242732048035,1,1,synthetic_damage
synthetic_damage_006_crack.jpg,0.7258533835411072,1,1,synthetic_damage
synthetic_damage_007_tear.jpg,0.8005300760269165,1,1,synthetic_damage
synthetic_damage_008_wear.jpg,0.836603581905365,1,1,synthetic_damage
synthetic_damage_009_stain.jpg,0.8862378597259521,1,1,synthetic_damage
synthetic_damage_010_missing_chunk.jpg,0.8132745623588562,1,1,synthetic_damage
synthetic_damage_011_crack.jpg,0.746823251247406,1,1,synthetic_damage
synthetic_damage_012_tear.jpg,0.7764415144920349,1,1,synthetic_damage
synthetic_damage_013_wear.jpg,0.8744916915893555,1,1,synthetic_damage
synthetic_damage_014_stain.jpg,0.9123045206069946,1,1,synthetic_damage
synthetic_damage_015_missing_chunk.jpg,0.8449941277503967,1,1,synthetic_damage
synthetic_damage_016_crack.jpg,0.7745652794837952,1,1,synthetic_damage
synthetic_damage_017_tear.jpg,0.784640908241272,1,1,synthetic_damage
synthetic_damage_018_wear.jpg,0.8374568819999695,1,1,synthetic_damage
synthetic_damage_019_stain.jpg,0.9007911086082458,1,1,synthetic_damage
synthetic_damage_020_missing_chunk.jpg,0.7596679329872131,1,1,synthetic_damage
synthetic_damage_021_crack.jpg,0.7824923396110535,1,1,synthetic_damage
synthetic_damage_022_tear.jpg,0.7261801958084106,1,1,synthetic_damage
synthetic_damage_023_wear.jpg,0.8083755373954773,1,1,synthetic_damage
synthetic_damage_024_stain.jpg,0.9066287875175476,1,1,synthetic_damage
synthetic_damage_025_missing_chunk.jpg,0.8971524238586426,1,1,synthetic_damage
synthetic_damage_026_crack.jpg,0.7186986804008484,1,1,synthetic_damage
synthetic_damage_027_tear.jpg,0.7974852323532104,1,1,synthetic_damage
synthetic_damage_028_wear.jpg,0.8001106381416321,1,1,synthetic_damage
synthetic_damage_029_stain.jpg,0.89432293176651,1,1,synthetic_damage
synthetic_damage_030_missing_chunk.jpg,0.826756477355957,1,1,synthetic_damage
